,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted
NARGNHOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FICYTCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4HPHACR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDHbrm,0.7266249438216364,0.2322925652256728,0.1323049681827184,0.09323875743859664,0.05834725772989846,0.05442210931152436,0.05223936634926294,0.049597695399164116,0.04833868060783954,0.0474316483433215,0.046693410135866864,0.046474458811826005,0.7199281234812369,0.2214162154462935,0.12451509028748801,0.08983369118715544,0.055876103673842846,0.05225854161159545,0.05024699928778517,0.047812909220402836,0.04665284562663546,0.045817292218921085,0.04513807498330058,0.04493791294896889,0.7679146436927339,0.2463508597511918,0.13849862681550767,0.09736129980157265,0.05771555347121368,0.053448424641642546,0.05106716882159472,0.048463170695079966,0.04726771176235752,0.04634780570572782,0.045425084007657615,0.0450379824896157,0.7679347541460974,0.24674422414933572,0.13782908070426375,0.0970907332396052,0.058251077206106325,0.054041804886822836,0.05170107389470164,0.04885876839156184,0.047501170213270515,0.04652342947739677,0.04572697328909013,0.045486490480245584,0.7679347122898558,0.24674420288526966,0.1381350362680931,0.09733582162470993,0.05830984269490102,0.05406794122690099,0.051707797220178243,0.04885433144912938,0.047495718031128946,0.04652013975820509,0.04572741486160245,0.045490077369683204
GALURUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OASTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M2OBLOXRD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH10p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH12p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBTK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGLUCTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.327532859392445e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTD1,0.006377484800278844,0.0017517845831797778,0.0008227523414659607,0.00047116805001371046,0.00014099518769132438,0.00010463201185232963,8.452438541152632e-05,6.045497962594925e-05,4.903605049131067e-05,4.082470363855578e-05,3.446440851858039e-05,3.385858503862251e-05,0.007020454543620031,0.0018130539568207988,0.0008609907117645266,0.0005060743725866416,0.00015278746501273192,0.00011495648289501778,9.403188467690982e-05,6.897190009534356e-05,5.708077449508516e-05,4.852905605864083e-05,4.189018043406451e-05,4.119464831972051e-05,0.005371456281189699,0.0015189474960936172,0.0006962715658003598,0.0004242435186255648,0.00014639332683214878,0.00011610900273275769,9.920985767828139e-05,7.687969040476117e-05,6.443575211479816e-05,5.391789192594149e-05,4.2740715307582976e-05,3.434360828261248e-05,0.0053670606156258635,0.0015172668779900704,0.0007210252499469979,0.00041791821512761806,0.00013239425389462896,0.00010018078176588965,8.24095205598778e-05,6.217288594093559e-05,5.1900818857229874e-05,4.451004935173717e-05,3.842334522014884e-05,3.7961922498971666e-05,0.005367059341374866,0.0015172664591726562,0.0007079665237397997,0.00041565676323562453,0.00012931821966391584,9.893183377296477e-05,8.214771888189666e-05,6.17920914449847e-05,5.1857291168815446e-05,4.453264258502754e-05,3.8737865033325784e-05,3.8179848545778654e-05
RNAUUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRNAPSURI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRNAPSURIm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4NPHPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPPALDHT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCPSULT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARDENDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13DAMPPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD10NADm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3MOPDH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKGDH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANOSTD24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGTRNATR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITCONH,0.01512948932092746,0.004152505385176376,0.0019471774152892763,0.001113254698134228,0.00033255029596356055,0.0002467927407534762,0.00019923029705293116,0.00014196448206957877,0.00011472927817472026,9.512745474444078e-05,7.954723128622271e-05,7.638578504788633e-05,0.01666547259668696,0.004298871111096593,0.00203852463322474,0.0011966420242806744,0.00036072073623136746,0.00027145675491100903,0.00022194265640912506,0.0001623104587464652,0.00013394722996151487,0.00011353229663686618,9.728657530654588e-05,9.391082510828712e-05,0.012258086297081567,0.002949257764767119,0.0011187640368981262,0.0006794455931179459,0.00023169196178843333,0.0001827333512219871,0.00015523293892999047,0.00011879434844183112,9.861849473869283e-05,8.171899267094747e-05,6.385412836651874e-05,5.0308608372577007e-05,0.012247975571145932,0.00294597293403736,0.0013814423448309156,0.000790126612605358,0.00023766130759692776,0.00017658244922299205,0.00014265084450133626,0.00010372323051524907,8.619071653477486e-05,7.357315070153478e-05,6.300723598340751e-05,6.140997450733235e-05,0.012247972640167125,0.002945972115443113,0.0013187567926410371,0.0007541676722246164,0.00022332213770777306,0.00016893539908348836,0.0001391188855335554,0.00010332496779696633,8.609410248490092e-05,7.349639254312911e-05,6.341330638086721e-05,6.170821671595054e-05
E3MMALH,0.01512948932092746,0.004152505385176376,0.0019471774152892763,0.001113254698134228,0.00033255029596356055,0.0002467927407534762,0.00019923029705293116,0.00014196448206957877,0.00011472927817472026,9.512745474444078e-05,7.954723128622271e-05,7.638578504788633e-05,0.01666547259668696,0.004298871111096593,0.00203852463322474,0.0011966420242806744,0.00036072073623136746,0.00027145675491100903,0.00022194265640912506,0.0001623104587464652,0.00013394722996151487,0.00011353229663686618,9.728657530654588e-05,9.391082510828712e-05,0.012258086297081567,0.002949257764767119,0.0011187640368981262,0.0006794455931179459,0.00023169196178843333,0.0001827333512219871,0.00015523293892999047,0.00011879434844183112,9.861849473869283e-05,8.171899267094747e-05,6.385412836651874e-05,5.0308608372577007e-05,0.012247975571145932,0.00294597293403736,0.0013814423448309156,0.000790126612605358,0.00023766130759692776,0.00017658244922299205,0.00014265084450133626,0.00010372323051524907,8.619071653477486e-05,7.357315070153478e-05,6.300723598340751e-05,6.140997450733235e-05,0.012247972640167125,0.002945972115443113,0.0013187567926410371,0.0007541676722246164,0.00022332213770777306,0.00016893539908348836,0.0001391188855335554,0.00010332496779696633,8.609410248490092e-05,7.349639254312911e-05,6.341330638086721e-05,6.170821671595054e-05
ALLTNISOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOPDH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUAATRANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPTRNAQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPTRNAQLm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTMELYSH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPEAT_PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXPTPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.545160065127511e-08,2.6539327059767193e-08,1.266216034974399e-08,7.3928745707683985e-09,2.207087618677668e-09,1.6536964777148083e-09,1.34432039610409e-09,1.0030828939818978e-09,8.443247564320945e-10,7.198554691787221e-10,5.902786964729831e-10,5.284016615643254e-10,9.537207053267327e-08,2.650938519654228e-08,1.2459779106036017e-08,7.302889889061574e-09,2.1945348006261606e-09,1.6511740113210605e-09,1.3487081327787347e-09,9.807799471661313e-10,8.040500527211648e-10,6.767529867664906e-10,5.727822238320475e-10,5.380930369791766e-10,9.537204748166772e-08,2.65093777311598e-08,1.250258846105523e-08,7.327532858692615e-09,2.2022307445516975e-09,1.6546432232721932e-09,1.349478454112582e-09,9.795423352380438e-10,8.033753221047338e-10,6.766325701774642e-10,5.727958268288147e-10,5.385802405319601e-10
ALACPYRL,0.01512948932092746,0.004152505385176376,0.0019471774152892763,0.001113254698134228,0.00033255029596356055,0.0002467927407534762,0.00019923029705293116,0.00014196448206957877,0.00011472927817472026,9.512745474444078e-05,7.954723128622271e-05,7.638578504788633e-05,0.01666547259668696,0.004298871111096593,0.00203852463322474,0.0011966420242806744,0.00036072073623136746,0.00027145675491100903,0.00022194265640912506,0.0001623104587464652,0.00013394722996151487,0.00011353229663686618,9.728657530654588e-05,9.391082510828712e-05,0.012258086297081567,0.002949257764767119,0.0011187640368981262,0.0006794455931179459,0.00023169196178843333,0.0001827333512219871,0.00015523293892999047,0.00011879434844183112,9.861849473869283e-05,8.171899267094747e-05,6.385412836651874e-05,5.0308608372577007e-05,0.012247975571145932,0.00294597293403736,0.0013814423448309156,0.000790126612605358,0.00023766130759692776,0.00017658244922299205,0.00014265084450133626,0.00010372323051524907,8.619071653477486e-05,7.357315070153478e-05,6.300723598340751e-05,6.140997450733235e-05,0.012247972640167125,0.002945972115443113,0.0013187567926410371,0.0007541676722246164,0.00022332213770777306,0.00016893539908348836,0.0001391188855335554,0.00010332496779696633,8.609410248490092e-05,7.349639254312911e-05,6.341330638086721e-05,6.170821671595054e-05
4HTHBDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTNCBXLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPPDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAPTPAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.545160065127511e-08,2.6539327059767193e-08,1.266216034974399e-08,7.3928745707683985e-09,2.207087618677668e-09,1.6536964777148083e-09,1.34432039610409e-09,1.0030828939818978e-09,8.443247564320945e-10,7.198554691787221e-10,5.902786964729831e-10,5.284016615643254e-10,9.537207053267327e-08,2.650938519654228e-08,1.2459779106036017e-08,7.302889889061574e-09,2.1945348006261606e-09,1.6511740113210605e-09,1.3487081327787347e-09,9.807799471661313e-10,8.040500527211648e-10,6.767529867664906e-10,5.727822238320475e-10,5.380930369791766e-10,9.537204748166772e-08,2.65093777311598e-08,1.250258846105523e-08,7.327532858692615e-09,2.2022307445516975e-09,1.6546432232721932e-09,1.349478454112582e-09,9.795423352380438e-10,8.033753221047338e-10,6.766325701774642e-10,5.727958268288147e-10,5.385802405319601e-10
25DAPTPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.545160065127511e-08,2.6539327059767193e-08,1.266216034974399e-08,7.3928745707683985e-09,2.207087618677668e-09,1.6536964777148083e-09,1.34432039610409e-09,1.0030828939818978e-09,8.443247564320945e-10,7.198554691787221e-10,5.902786964729831e-10,5.284016615643254e-10,9.537207053267327e-08,2.650938519654228e-08,1.2459779106036017e-08,7.302889889061574e-09,2.1945348006261606e-09,1.6511740113210605e-09,1.3487081327787347e-09,9.807799471661313e-10,8.040500527211648e-10,6.767529867664906e-10,5.727822238320475e-10,5.380930369791766e-10,9.537204748166772e-08,2.65093777311598e-08,1.250258846105523e-08,7.327532858692615e-09,2.2022307445516975e-09,1.6546432232721932e-09,1.349478454112582e-09,9.795423352380438e-10,8.033753221047338e-10,6.766325701774642e-10,5.727958268288147e-10,5.385802405319601e-10
3H3M2OPR,0.01512948932092746,0.004152505385176376,0.0019471774152892763,0.001113254698134228,0.00033255029596356055,0.0002467927407534762,0.00019923029705293116,0.00014196448206957877,0.00011472927817472026,9.512745474444078e-05,7.954723128622271e-05,7.638578504788633e-05,0.01666547259668696,0.004298871111096593,0.00203852463322474,0.0011966420242806744,0.00036072073623136746,0.00027145675491100903,0.00022194265640912506,0.0001623104587464652,0.00013394722996151487,0.00011353229663686618,9.728657530654588e-05,9.391082510828712e-05,0.012258086297081567,0.002949257764767119,0.0011187640368981262,0.0006794455931179459,0.00023169196178843333,0.0001827333512219871,0.00015523293892999047,0.00011879434844183112,9.861849473869283e-05,8.171899267094747e-05,6.385412836651874e-05,5.0308608372577007e-05,0.012247975571145932,0.00294597293403736,0.0013814423448309156,0.000790126612605358,0.00023766130759692776,0.00017658244922299205,0.00014265084450133626,0.00010372323051524907,8.619071653477486e-05,7.357315070153478e-05,6.300723598340751e-05,6.140997450733235e-05,0.012247972640167125,0.002945972115443113,0.0013187567926410371,0.0007541676722246164,0.00022332213770777306,0.00016893539908348836,0.0001391188855335554,0.00010332496779696633,8.609410248490092e-05,7.349639254312911e-05,6.341330638086721e-05,6.170821671595054e-05
